,1_PROD-invitro.counts,10_PROD-Conv.counts,11_PROD-Conv.counts,12_PROD-Conv.counts,2_PROD-invitro.counts,3_PROD-invitro.counts,4_PROD-invitro.counts,5_PROD-eSPF.counts,6_PROD-eSPF.counts,7_PROD-eSPF.counts,8_PROD-eSPF.counts,9_PROD-Conv.counts
PROD_02118,1.58693396418232,-0.195088369961079,-0.237716404557166,-1.04237850272471,1.16256744804795,0.482081997296383,0.689553910898168,-0.92990409053149,-0.738257007067025,-1.40447814650812,-0.598358367306296,1.22504356823106
PROD_02119,1.49164415178785,-0.214674427376673,-0.107294291843108,-1.03326825911119,1.22104725175087,0.489046494911466,0.649916659876555,-0.951782433397744,-0.71041498268231,-1.58012044520817,-0.43689528905476,1.18279557034722
PROD_02120,1.30661249512573,-0.318477127567159,-0.192735661903104,-1.50756242850202,0.995557674818567,0.253634225844521,0.565330323366359,-0.616201742984375,-0.574115402458936,-1.49101009997998,-0.0251900032295187,1.60415774746992
PROD_02121,0.474075701360049,-0.0747253420496276,-0.0187091286066259,-1.1323450750972,0.529034746389136,-0.259379625185715,0.0729594910339621,-0.652421926033498,-0.0850269570166943,-1.66933384669056,0.420386636796082,2.3954853251007
PROD_02122,1.1759648331984,-0.0288611651078585,-0.530096053687377,-1.68246138880202,0.539437040926735,0.084205428858434,0.420269074145306,-0.634818921779762,0.0163884098113301,-1.48532465790573,0.300418708479513,1.82487869186302
PROD_02216,0.0401238123147084,-0.414204226418801,1.76533840564475,1.21703140738074,-0.137700479465068,0.378958727856579,-0.0645543300076555,-1.13182513659229,-0.218328496548914,-1.1332514482134,-1.45541462896371,1.15382639301305
PROD_02217,-0.636720092988942,0.301006340777898,1.3932773264117,1.29451360881734,-0.533481621952347,-0.0357492216025494,-0.0532723099847296,-0.751945209847189,-0.689054739683749,-1.05120456393484,-1.06129094678211,1.82392143076952
PROD_02218,0.73808925745128,-1.36929415411258,-0.820607901030366,-0.977402225219044,0.705546724926426,1.85157213892635,1.33875425541018,-0.905181768541283,0.113756106334852,0.114678275909756,-0.589559760998107,-0.20035094905746
PROD_02219,0.637388155510641,0.103104400671515,0.839238069449444,1.45621629293145,0.342890657464584,0.641061185224599,0.377146201653466,-1.54157402089811,-1.19294005686748,-1.05531828017329,-1.30106306888855,0.693850463921729
PROD_02220,-0.245242453426078,-0.66949117364436,-0.559785602342085,-0.155780682157735,1.04234501620284,2.68133782172417,0.529146510190202,-0.190876290011597,-0.63693505042053,-0.68447320716039,-0.74355418952169,-0.366690699432746
PROD_02221,1.20534816682697,-0.520538290818621,-0.402029651430993,0.0343937027215017,-0.0870487033866224,2.02195449713111,1.3859665395824,-0.933212982186364,-0.95074555062738,-0.962739834896025,-0.597907595196296,-0.19344029771968
PROD_02222,0.774502300745814,-1.29581856699329,1.07372633707784,0.958826005148,0.128300789167772,0.699825177079144,0.611381764973183,-1.13273101061383,-1.10362536418784,-0.401071469090419,-1.39313494915823,1.07981898585186
PROD_02223,-0.0271816467837091,-0.634655622437472,1.46326893234238,0.770761971093816,0.27467738043043,1.33018194809944,0.707128275300135,-1.21994334681716,-0.832659365144994,-0.984877051837108,-1.42494033624961,0.578238862003855
PROD_02224,1.08028862983814,-0.747637063136841,-0.910465055603931,-1.30418151878361,1.23789259948141,1.37435810169729,1.12380755755786,-0.470840181985295,-0.903346909447546,-0.761509719931461,-0.307912336460114,0.58954589677409
PROD_00473,0.0100180211208971,-0.611436387521434,0.471129992891005,-0.219420610358369,-0.132414007686319,-0.226535622661775,-0.11768908727302,0.941551709448063,-1.023264712151,-1.09873276701167,-0.596418835917401,2.60321230712102
PROD_00474,-0.8102320170787,-0.391332206596943,0.257292336842219,-0.281331774978914,-0.470896848970255,-0.488758869677869,-0.327511400244668,1.15152445079405,-0.456467482364976,-0.961098741783075,0.132791388523055,2.64602116553607
PROD_00475,-0.243936657893019,0.043903509195104,-0.253526581045283,-0.183428187476338,-0.533182608695448,-0.761688250243379,-0.419391044179667,1.02152753477087,-0.96607181229438,-0.638299279635921,0.219726955536558,2.71436642196091
PROD_00476,-1.30146989570643,0.0389185695725546,-0.442979513902843,-0.302826280427749,-1.21379671751397,-1.02196084437997,-0.915773825469919,1.32412176332162,0.861048769462525,0.788841174149675,0.815110943673702,1.37076585722082
PROD_00477,2.01668711773434,-0.785662795269622,-0.802118027985178,-0.534465577832951,1.36171913503562,0.990362039568138,0.802062126061685,-0.65279618600401,-0.736235608855046,-0.625649226636619,-0.601094949841355,-0.432808045975011
PROD_00478,-0.947225942224049,-1.10670907891305,0.518815621711443,-0.556568657654866,-0.607201005704828,-0.99265799306639,-0.960869279214982,0.49290023007454,0.799482905816666,0.804619216412953,0.49441871872034,2.06099526404218
PROD_00479,0.57436137399584,-1.4343494631563,0.574330192944668,0.958746868727285,-0.103353914590008,-0.0723167870668278,0.146281905174572,-0.13309166813838,0.612729328279002,-1.69262968856893,-1.1128871261034,1.68217897850247
PROD_00480,-0.448759977278559,-1.01738086464946,0.564967341042371,-0.0075779398005486,-0.125773828602643,-0.499943731997305,-0.37564321632952,0.85075527235111,-0.799529803429462,-0.965998581780483,0.239570068756562,2.58531526171794
PROD_00481,0.598378294606768,-1.04192958527323,0.57574110253004,-0.221566243035828,0.339846615006033,-0.381207500525297,-0.205839855115869,0.189116631155432,-0.672144832604255,-1.27745407549852,-0.460494787608565,2.55755423636329
PROD_00482,1.70131910886169,-0.766137639362054,0.0509556281185191,-0.0325532850290251,0.995319517312139,-0.424734068882919,-0.616819692851415,-0.375104081538006,-0.901529500566989,-0.797627497302798,-0.775377261402694,1.94228877264354
PROD_02439,-0.383554812993116,0.850972895909472,-0.296102029042613,0.0943027847459147,-0.928926849742598,-0.903384732019403,-0.969993779644926,1.86909275322453,-1.31689913049692,-0.0954821000433924,0.961665924928824,1.11830907517422
PROD_02440,0.0585874109052683,-0.0093193775177794,-0.403933399193903,-0.119209327125886,0.192748980353748,-0.0447482902610184,-0.211043949293079,0.92939372869056,-2.05017519526895,-0.943353427238663,0.46513166426309,2.13592118168661
PROD_02441,-0.391075739868399,-0.40484227311473,0.0682620802824456,-0.138950378364942,-0.069244921289798,0.115154228217103,0.0565247251917175,0.967192525458749,-1.64280533208571,-1.19178703342498,0.286045267319757,2.3455268516788
PROD_02442,0.0509631749024029,-0.672104300367573,0.166729370580589,-0.345616019027042,0.289832037886964,0.295857057250026,0.299278753865737,0.825711166577866,-1.6006880183022,-1.34365567056292,-0.211966935329774,2.2456593825259
PROD_02443,0.0398791176465353,-0.637670052777209,0.0718084702241718,-0.19960968055553,0.333788969740731,0.402053496849476,0.317566641172619,0.823244422653796,-1.62541561956459,-1.39083934776965,-0.328208598160518,2.19340218054017
PROD_02444,0.300028039740398,-0.632175979730821,0.0386792738621093,-0.390756901333412,0.475769506355912,0.573591707790964,0.510790318175116,0.640083731168002,-1.60660632274916,-1.42375137803569,-0.54192084767528,2.05626885243186
PROD_02445,0.391533643374294,-0.644441814338711,0.173479581056413,-0.247530511216071,0.568976588110617,0.59612264504853,0.573927515799999,0.649842347323876,-1.68993915377773,-1.45948329268913,-0.746964059400381,1.83447651070829
PROD_02446,1.5271319636284,-0.649375362137365,-0.353043302215195,-0.522439934474393,1.3563820996112,1.03064928211357,0.951157860388149,-0.250983191384152,-1.346279396368,-1.08914333391771,-0.946017792079805,0.291961106835298
PROD_02447,-0.969444597422342,0.473465171268191,1.37989627333618,0.976127162632944,-0.871009478372527,-0.54970245266808,-0.649744863288503,1.16755962943419,-1.2444424717458,0.0175450768006457,-0.993740734302653,1.26349128432776
PROD_02448,0.426353267244713,-1.47437243435527,-0.742331417525696,-0.854432860284395,0.569625449755834,0.507963369200604,0.667839881468972,1.35512945032343,-1.46695019386516,-0.678766729294239,0.366519436480733,1.32342278085049
PROD_02449,1.29033236438835,-1.12218650243206,0.351667665126299,-0.552066379926371,-0.186032888755733,2.1466571273157,-0.316651993316525,0.0348612788497851,-1.22860569368506,-0.919237406579503,-0.209239520297883,0.710501949312998
PROD_02450,1.64722663629831,-0.610646203363068,-0.870298560155271,-0.886525463825141,1.46827093890205,1.12517238990202,1.02240893412231,-0.440844694473346,-0.828489708164856,-0.803318036665403,-0.55034597792739,-0.272610254650216
PROD_02451,-1.31748787406691,0.59005355321676,0.753344730065464,0.636466011489111,-1.39302378912507,-1.19232856016635,-1.35489238379698,0.493920549668062,0.406981274495811,0.589013920962739,0.452029828640474,1.33592273861688
PROD_02452,-1.19321788031487,0.392929718674857,0.582864695156814,0.263808249458569,-1.41089569077837,-1.1822428609625,-1.48150959647325,0.810613428356596,0.538317815403065,0.95248800670582,0.65823085137878,1.06861326339449
PROD_02453,-1.36465800236688,0.562471195347931,0.990813075267543,0.922891547171108,-1.28499434999668,-1.2775503446683,-1.18035866428155,0.536790562963927,0.156788515366995,0.33851187477471,0.249595132178733,1.34969945824246
PROD_02454,1.49179241964671,-1.22929608460197,-0.643300547702449,-0.688535179784884,1.13753277132722,1.08569327780163,1.01376705885888,0.133148122424985,-1.22711333252934,-0.890182413434386,-0.612444101328069,0.428938009321653
PROD_02455,-0.375481959777457,-1.00163338322241,-0.929391775185951,-0.618509827733704,2.09614295662319,1.68774077191278,-0.203043586408803,-0.814896616597947,0.274587309836215,0.2824815257935,-0.661306481489426,0.263311066250008
PROD_02456,-1.35169654239597,0.97086200180323,1.23095498720248,0.582739651097587,-1.06951370586345,-0.948482313002877,-1.25904108214658,0.0754279155862051,-0.109097339752495,0.276698555906663,-0.0273312802497373,1.62847915181492
PROD_02830,-0.15967718559379,-0.0456556870400915,1.63206545190272,0.661422984499959,-0.0215437701096292,-0.254889645454907,-0.159358988695568,0.0713000764973953,-1.02071465369179,-1.89742608381024,-0.502742271536177,1.69721977303213
PROD_02831,-0.668416846370185,-0.344056726448967,1.7848914848734,0.849499810483482,-0.358099637487407,-0.615361253410864,-0.441626059462186,0.208334906392364,-0.614311669388588,-1.40917117732492,-0.226746412685684,1.83506358082955
PROD_00837,-1.20687587199614,0.458803613859639,0.738138841360867,0.478718395887263,-1.34072073269506,-1.31449741822707,-1.36032614666415,0.680335245138724,0.367424336025456,0.538146195965842,0.548526591870417,1.41232694947421
PROD_00838,-1.12091370800923,0.284797521126266,1.00681115254436,0.461659741265437,-1.20986315781517,-1.07436100019443,-1.32004299346059,0.531801296168344,0.202057793968052,-0.0324208532728221,0.369439203837343,1.90103500384244
PROD_00839,-1.29426860643915,0.361389291495594,0.780627432722242,0.338864632961775,-1.29944054060646,-1.13682947668884,-1.32120076160547,0.599967360539046,0.398082596080187,0.317346735161069,0.588811732358098,1.66664960402191
PROD_00840,-1.27104463102688,0.488283615069437,0.68597096899354,0.384324339353798,-1.25128243737883,-1.29381460947234,-1.2952670820425,0.627416198694975,0.394219633225411,0.314336805053026,0.605792180819948,1.61106501871041
PROD_00841,-1.28017690075222,0.303748765660785,0.645463224627543,0.260065320920062,-1.3269064883029,-1.1883167682181,-1.3017169782808,0.717206363648399,0.4777928592197,0.376381863918517,0.739864964520271,1.57659377303875
PROD_00842,-1.29885951476455,0.432619014603359,0.513248496100967,0.336891563793453,-1.32334613003984,-1.24231410491075,-1.37625984422492,0.665038930746258,0.52554987629295,0.679469109521724,0.727553827572624,1.36040877530873
PROD_01145,1.17114309242662,-0.95714402160217,0.783095005847766,-1.88015811003236,0.945433420658153,0.936438023532827,0.678408342978191,-0.658323015797404,-0.934040761157555,-0.738124859832745,-0.0401305773915103,0.693403460370185
PROD_01146,0.531775141268269,-0.97143842218172,1.70151994508174,0.780004034761008,-0.153371602428121,0.655930005552986,0.416374558621709,-1.37489930072223,-0.80926033938034,-1.45352745778059,-0.276259130722091,0.953152567929365
PROD_01370,-1.16588218417039,0.524577526852875,0.178776371098602,0.340294491463976,-1.43340739134745,-1.28570931183027,-1.27509531953327,0.775523314090347,1.08827040020435,0.969628033718827,0.232134591924496,1.0508894775279
PROD_01371,-1.21195281370494,0.635964928465373,0.103322904961484,0.220836789437032,-1.30027153077735,-1.30426727521902,-1.25973521133664,0.897686242150307,1.06668992014239,0.810027078094789,0.128340224612101,1.21335874317446
PROD_01372,-0.900753259326067,0.563191844998595,-0.4565052376512,-0.20363157216883,-1.044055553552,-1.20879800766126,-1.36949311671829,1.04812297926826,1.09904838802374,0.837736081872212,0.165751452727491,1.46938600018736
PROD_01373,-1.12556044847496,0.880726027851643,-0.104320535030639,-0.176202752277304,-1.16488379394233,-1.27252915342756,-1.31090293349588,1.09699786223049,0.853885668338755,0.797860945053191,0.268024254874212,1.25690485830038
PROD_01374,-1.36870267624323,0.835640769606124,0.0688916206528674,0.224799711656508,-1.25134927972032,-1.17789320858659,-1.26766855945629,1.00479034382375,0.784467039415606,0.673757964614258,0.167165494543554,1.30610077969376
PROD_01375,1.60413616298293,0.273453424497762,-1.8906830388158,-1.55794750961251,0.989658156422856,0.293357479583738,0.508412879636256,0.68096638961635,-0.436946692566419,-0.139854388404983,-0.549095445710303,0.224542582370138
PROD_01376,0.40844494641982,0.801195211748544,-1.5024014886637,-1.90273293560559,0.116098935433472,-0.109409448039382,0.394308795878735,1.36210520064957,-0.324716475379125,-0.28393861345684,-0.359660718167516,1.40070658918202
PROD_01377,1.58227125841836,-0.793960604975376,-0.779429306879409,-1.32159417074772,1.29726227991284,0.885628317909912,0.818614279113357,-0.439593652964261,-0.0690421175544452,-0.138802925348255,0.377956365369236,-1.41930972225422
PROD_01378,2.04637635301776,-0.107025426851762,-0.75572655287511,-0.448249435574105,1.307975981196,0.709526101178687,0.684794266386747,-0.339666159831564,-0.806722798570975,-0.575592151535277,-0.23479209374577,-1.48089808279465
PROD_01379,0.897813107238889,0.602505282491328,-1.03327907807456,0.324480013332653,0.550120255061709,0.236465737116244,0.468658976243937,-0.444148736412953,0.704911707057324,0.602041617695323,-0.27360743511683,-2.63596144663307
PROD_01380,-1.36182794719977,1.04529648613276,0.226511530202153,0.534963804440194,-1.07450299829667,-1.06630562944362,-1.0422101671597,0.224961690807572,0.526996063704896,1.66948124534064,0.923788514136464,-0.607152592664951
